color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;James Ponsoldt;220.0;95.0;53.0;478.0;Jennifer Jason Leigh;478.0;6851969.0;Comedy|Drama|Romance;Shailene Woodley;The Spectacular Now;105591.0;10040.0;Dayo Okeniyi;1.0;crying man|high school|high school senior|men's clothing store|party;http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1;178.0;English;USA;R;2500000.0;2013;1000.0;7.0;2.35;220.0;The Spectacular Now;2013;R;13/09/2013;95 min;Drama, Romance;James Ponsoldt;Scott Neustadter, Michael H. Weber, Tim Tharp;Miles Teller, Shailene Woodley, Kyle Chandler;"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""";English;United States;9 wins & 32 nominations total;https://m.media-amazon.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}];82.0;7.0;166275;tt1714206;movie;;$6,854,611;;;;;;;;USD
Color;Mark Waters;198.0;107.0;70.0;330.0;Tod Fennell;330.0;71148699.0;Adventure|Family|Fantasy;Martin Short;The Spiderwick Chronicles;68935.0;1614.0;Joan Plowright;0.0;actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature;http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1;125.0;English;USA;PG;90000000.0;2008;419.0;6.5;2.35;220.0;The Spiderwick Chronicles;2008;PG;14/02/2008;96 min;Action, Adventure, Drama;Mark Waters;Karey Kirkpatrick, David Berenbaum, John Sayles;Freddie Highmore, Sarah Bolger, David Strathairn;Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.;English;United States;2 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BOWRiMmUzZTctYWUxNy00ZjkyLWE4NTctMzFlMTFkYmI5NmFkXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.5;107516;tt0416236;movie;;$71,195,053;;;;;;;;USD
Color;Frank Miller;223.0;103.0;436.0;437.0;Jaime King;437.0;19781879.0;Action|Crime|Fantasy|Thriller;Scarlett Johansson;The Spirit;53864.0;20881.0;Louis Lombardi;1.0;female star appears nude|pants falling down|samurai|white rat|woman in a towel;http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1;290.0;English;USA;PG-13;60000000.0;2008;961.0;4.7;0;220.0;The Spirit;2008;0;25/12/2008;103 min;Action, Crime, Fantasy;Frank Miller;Frank Miller, Will Eisner;Gabriel Macht, Samuel L. Jackson, Scarlett Johansson;Rookie cop Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces in Central City.;English, French;United States;4 nominations total;https://m.media-amazon.com/images/M/MV5BNDcyMTc1NzgwNF5BMl5BanBnXkFtZTcwNzUyMDUwMg@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}];30.0;4.7;63772;tt0831887;movie;;$19,806,188;;;;;;;;USD
Color;Paul Tibbitt;147.0;92.0;5.0;726.0;Billy West;726.0;162495848.0;Adventure|Animation|Comedy|Family|Fantasy;Tim Conway;The SpongeBob Movie: Sponge Out of Water;34359.0;5217.0;Eddie Deezen;0.0;book|magic|pirate|plankton|time machine;http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1;133.0;English;USA;PG;74000000.0;2015;861.0;6.0;1.85;220.0;The SpongeBob Movie: Sponge Out of Water;2015;PG;06/02/2015;92 min;Animation, Adventure, Comedy;Paul Tibbitt, Mike Mitchell;Jonathan Aibel, Glenn Berger, Stephen Hillenburg;Tom Kenny, Antonio Banderas, Bill Fagerbakke;When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his friends team up in order to get it back.;English;United States, South Korea, Australia;1 win & 9 nominations total;https://m.media-amazon.com/images/M/MV5BNDhlMDM3ZDUtMGNhZi00ZTFmLTg1YjYtZTM3ZTE1MGIwNWFjXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.0;65641;tt2279373;movie;;$162,994,032;;;;;;;;USD
Color;Stephen Hillenburg;89.0;87.0;47.0;217.0;Bill Fagerbakke;217.0;85416609.0;Adventure|Animation|Comedy|Family|Fantasy;Scarlett Johansson;The SpongeBob SquarePants Movie;58906.0;20097.0;Rodger Bumpass;0.0;based on tv series|crown|dream|king neptune|plankton;http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1;186.0;English;USA;PG;30000000.0;2004;542.0;7.2;1.85;220.0;The SpongeBob SquarePants Movie;2004;PG;19/11/2004;87 min;Animation, Adventure, Comedy;Stephen Hillenburg, Mark Osborne;Derek Drymon, Tim Hill, Stephen Hillenburg;Tom Kenny, Jeffrey Tambor, Rodger Bumpass;SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.;English;United States;1 win & 10 nominations total;https://m.media-amazon.com/images/M/MV5BZTRhZDUzMjktOTJhMC00YjNlLTk5YjAtNTdiYTVmMzc1YTQ1XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '67/100'}];67.0;7.2;109693;tt0345950;movie;;$85,417,988;;;;;;;;USD
Color;Brian Levant;97.0;94.0;32.0;453.0;Amber Valletta;453.0;24268828.0;Action|Comedy|Family;Madeline Carroll;The Spy Next Door;29971.0;3436.0;George Lopez;4.0;chinese|cia|single mother|spy|terrorist;http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1;71.0;English;USA;PG;28000000.0;2010;626.0;5.5;1.85;220.0;The Spy Next Door;2010;PG;15/01/2010;94 min;Action, Comedy, Family;Brian Levant;Jonathan Bernstein, James Greer, Gregory Poirier;Jackie Chan, Amber Valletta, Billy Ray Cyrus;Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, but things take a turn when a russian terrorist takes aim at the family;English, Chinese, Russian;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}];27.0;5.5;4891;tt1273678;movie;;$24,307,086;;;;;;;;USD
Color;Lewis Gilbert;112.0;123.0;43.0;238.0;Desmond Llewelyn;238.0;46800000.0;Action|Adventure|Sci-Fi|Thriller;Caroline Munro;The Spy Who Loved Me;76477.0;1326.0;Barbara Bach;2.0;1970s|cult film|official james bond series|submarine|world war three;http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1;275.0;English;UK;PG;14000000.0;1977;244.0;7.0;2.35;220.0;The Spy Who Loved Me;1977;PG;03/08/1977;125 min;Action, Adventure, Thriller;Lewis Gilbert;Christopher Wood, Richard Maibaum, Ian Fleming;Roger Moore, Barbara Bach, Curd Jürgens;James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.;English, Italian, Arabic;United Kingdom, United States, Switzerland, Bahamas, Canada, Italy, Egypt;Nominated for 3 Oscars. 4 wins & 12 nominations total;https://m.media-amazon.com/images/M/MV5BOGQzNTIyYjAtNjAyNy00OTZhLTg4YmMtNzAyNjdiOTlhZDVlXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '55/100'}];55.0;7.0;121429;tt0076752;movie;;$46,838,673;;;;;;;;GBP
Color;Jehane Noujaim;68.0;108.0;63.0;5.0;Ahmed Hassan;5.0;25373487.0;Documentary|Drama|History|News;Khalid Abdalla;The Square;6678.0;176.0;Aida Elkashef;0.0;Inconnu;http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1;42.0;Arabic;Egypt;Not Rated;1500000.0;2013;10.0;8.0;1.85;220.0;The Square;2017;Not Rated;10/01/2014;95 min;Comedy, Drama;Ruben Östlund;0;Ahmed Hassan, Khalid Abdalla, Magdy Ashour;A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.;Arabic, English;United Kingdom, Egypt, United States;Nominated for 1 Oscar. 16 wins & 16 nominations total;https://m.media-amazon.com/images/M/MV5BMTUxMjkwNzM5M15BMl5BanBnXkFtZTgwOTIxNDQyNDE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '84/100'}];84.0;7.1;945;tt2486682;movie;;$124,244;;;;;;;;USD
Color;Noah Baumbach;110.0;88.0;387.0;18.0;Elizabeth Meriwether;18.0;7362100.0;Comedy|Drama;William Baldwin;The Squid and the Whale;60295.0;479.0;Owen Kline;0.0;boy|divorce|tennis|tennis coach|writer;http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1;232.0;English;USA;R;1500000.0;2005;25.0;7.3;1.85;220.0;The Squid and the Whale;2005;R;16/12/2005;81 min;Comedy, Drama;Noah Baumbach;Noah Baumbach;Owen Kline, Jeff Daniels, Laura Linney;Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.;English;United States;Nominated for 1 Oscar. 23 wins & 49 nominations total;https://m.media-amazon.com/images/M/MV5BNmRkNmRiMDQtOWJmZS00OWQ0LThlZDQtNDRkYmEzMjQyZGZjXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}];82.0;7.3;93653;tt0367089;movie;;$7,372,734;;;;;;;;USD
 Black and White;Norman Jewison;54.0;120.0;278.0;387.0;Colin Salmon;387.0;763044.0;Drama|Thriller;Charlotte Rampling;The Statement;4257.0;3286.0;John Neville;4.0;eiffel tower|nazi|police|ritual|stew;http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1;52.0;English;Canada;R;23000000.0;2003;766.0;6.2;1.85;220.0;The Statement;2003;R;12/12/2003;120 min;Drama, Thriller;Norman Jewison;Ronald Harwood, Brian Moore;Michael Caine, Tilda Swinton, Alan Bates;Tale of a former Nazi executioner who becomes a target of hitmen and police investigators.;English, German, Italian, Latin, French;Canada, France, United Kingdom;4 wins;https://m.media-amazon.com/images/M/MV5BMTI5MDIzNDAzN15BMl5BanBnXkFtZTcwMTM0NjQyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;6.2;5675;tt0340376;movie;;$765,637;;;;;;;;USD
Color;Tom McCarthy;154.0;89.0;310.0;587.0;Joe Lo Truglio;587.0;5739376.0;Comedy|Drama;Peter Dinklage;The Station Agent;58260.0;24419.0;Paula Garcés;0.0;abandoned|depot|dwarf|newfoundland new jersey|train;http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1;286.0;English;USA;R;500000.0;2003;833.0;7.6;1.85;220.0;The Station Agent;2003;R;05/12/2003;89 min;Comedy, Drama;Tom McCarthy;Tom McCarthy;Peter Dinklage, Patricia Clarkson, Bobby Cannavale;When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.;English, Spanish;United States;Won 1 BAFTA Award 29 wins & 31 nominations total;https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}];81.0;7.6;75023;tt0340377;movie;;$5,739,376;;;;;;;;USD
Color;Nelson McCormick;121.0;101.0;29.0;429.0;Paige Turco;429.0;29062561.0;Crime|Thriller;Sela Ward;The Stepfather;23424.0;3292.0;Skyler Samuels;0.0;head dunked in water|military school|plastic bag|playing a video game|suffocating;http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1;119.0;English;USA;PG-13;20000000.0;2009;533.0;5.6;2.35;220.0;The Stepfather;2009;PG-13;16/10/2009;101 min;Mystery, Thriller;Nelson McCormick;J.S. Cardone, Donald E. Westlake, Carolyn Lefcourt;Penn Badgley, Dylan Walsh, Sela Ward;Michael Harding returns home from military school to find his mother, Susan, happily in love and living with her new boyfriend, David. As the two men get to know each other, he becomes more and more suspicious of the man who is al...;English, German;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BMTQ3ODU5OTUwMl5BMl5BanBnXkFtZTcwOTczNDU2Mg@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}];33.0;5.6;40334;tt0814335;movie;;$29,062,561;;;;;;;;USD
Color;Frank Oz;169.0;93.0;0.0;465.0;Matthew Broderick;465.0;59475623.0;Comedy|Sci-Fi|Thriller;Jon Lovitz;The Stepford Wives;49739.0;13748.0;Roger Bart;1.0;community|connecticut|fem bot|tv producer|writer;http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1;407.0;English;USA;PG-13;90000000.0;2004;2000.0;5.4;1.85;220.0;The Stepford Wives;2004;PG-13;11/06/2004;93 min;Comedy, Horror, Sci-Fi;Frank Oz;Ira Levin, Paul Rudnick;Nicole Kidman, Bette Midler, Matthew Broderick;The secret to a Stepford wife lies behind the doors of the Men's Association.;English;United States;3 wins total;https://m.media-amazon.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '42/100'}];42.0;5.4;7277;tt0327162;movie;;$59,484,742;;;;;;;;USD
Color;Al Silliman Jr.;21.0;93.0;0.0;423.0;Nancy Ison;423.0;25373487.0;Comedy|Drama;Christina Hart;The Stewardesses;161.0;24.0;William Condos;0.0;female frontal nudity|female nudity|lesbian sex|lesbianism|sex;http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1;5.0;English;USA;X;100000.0;1969;12.0;3.8;1.37;220.0;The Stewardesses;1969;X;25/07/1969;93 min;Comedy, Drama;Allan Silliphant;Allan Silliphant;Christina Hart, Ronald South, William Condos;A single eventful night in the lives of a crew of Los Angeles-based, trans-Pacific stewardesses, as they experiment with drugs and engage in various sexual encounters.;English;United States;0;https://m.media-amazon.com/images/M/MV5BMDM4YzU0NWEtM2FmNy00ZTIwLTkwNmQtZjczMjhiYTc2MjNkXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}];0;3.8;396;tt0168192;movie;27/01/2009;0;;;;;;;;USD
 Black and White;Hilary Brougher;8.0;81.0;0.0;5.0;Samantha Buck;5.0;18195.0;Sci-Fi;James Urbaniak;The Sticky Fingers of Time;336.0;154.0;Terumi Matthews;0.0;future|nonlinear timeline|time travel|title directed by female|writer;http://www.imdb.com/title/tt0127302/?ref_=fn_tt_tt_1;7.0;English;USA;Inconnu;250000.0;1997;24.0;6.1;1.85;220.0;The Sticky Fingers of Time;1997;0;02/06/2000;81 min;Sci-Fi;Hilary Brougher;Hilary Brougher;Terumi Matthews, Nicole Zaray, Belinda Becker;A writer, Tucker Harding, is hired to cover an article on the hydrogen-bomb test, Nevada, 1952. While there, radiation mutates her code/soul, spawning in her the ability to travel through time by force of will. Not long after she ...;English;United States;1 win;https://m.media-amazon.com/images/M/MV5BMTU1NDk1MDgzMF5BMl5BanBnXkFtZTcwNjg3MDMyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;6.1;481;tt0127302;movie;;$1,610;;;;;;;;USD
Color;George Roy Hill;119.0;129.0;131.0;417.0;Robert Shaw;417.0;159600000.0;Comedy|Crime|Drama;Eileen Brennan;The Sting;175607.0;2387.0;Ray Walston;0.0;con|con man|courier|long con|murder;http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1;252.0;English;USA;PG;5500000.0;1973;559.0;8.2;1.85;220.0;The Sting;1973;PG;25/12/1973;129 min;Comedy, Crime, Drama;George Roy Hill;David S. Ward;Paul Newman, Robert Redford, Robert Shaw;Two grifters team up to pull off the ultimate con.;English;United States;Won 7 Oscars. 18 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}];83.0;8.2;295064;tt0070735;movie;;$156,000,000;;;;;;;;USD
Color;Rob Reiner;99.0;95.0;0.0;323.0;Tim Matheson;323.0;27067160.0;Comedy|Drama|Romance;Bruce Willis;The Story of Us;18404.0;14706.0;Rita Wilson;1.0;four word title|husband wife relationship|male rear nudity|marriage|summer camp;http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1;150.0;English;USA;R;50000000.0;1999;559.0;6.0;1.85;220.0;The Story of Us;1999;R;15/10/1999;95 min;Comedy, Drama, Romance;Rob Reiner;Alan Zweibel, Jessie Nelson;Bruce Willis, Michelle Pfeiffer, Colleen Rennison;Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.;English, Italian;United States;1 win & 4 nominations total;https://m.media-amazon.com/images/M/MV5BMmQ3ZTJhZmUtOThhOS00ZTA3LWFjY2YtNjJiMzk4MDVmMzM4XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '37/100'}];37.0;6.0;25484;tt0160916;movie;;$27,100,031;;;;;;;;USD
Color;David Lynch;143.0;112.0;0.0;201.0;Richard Farnsworth;201.0;886544.8120493058;Biography|Drama;Sissy Spacek;The Straight Story;63733.0;1351.0;Everett McGill;0.0;cane|iowa|lawn mower|tractor|wisconsin;http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1;414.0;English;France;G;1430403.322771589;1999;262.0;8.0;2.35;220.0;The Straight Story;1999;G;03/11/1999;112 min;Biography, Drama;David Lynch;John Roach, Mary Sweeney;Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz;Alvin Straight, a 73-year-old, learns that his estranged brother, Lyle is critically ill. Unable to drive, Alvin embarks on a journey from Iowa to Mt. Zion, by riding a lawn mower. Will he succeed?;English;United Kingdom, France, United States;Nominated for 1 Oscar. 19 wins & 40 nominations total;https://m.media-amazon.com/images/M/MV5BZjdjNWZhY2UtMDRiYS00M2NhLThiZmQtYTA0MzI4ZWIyYzY4XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}];86.0;8.0;10634;tt0166896;movie;;$6,203,044;;;;;;;;FRF
Color;Phil Alden Robinson;176.0;124.0;31.0;497.0;Bruce McGill;497.0;118471320.0;Action|Drama|Thriller;Morgan Freeman;The Sum of All Fears;86504.0;12556.0;Philip Baker Hall;0.0;analyst|cia|nuclear bomb|nuclear weapons|russia;http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1;568.0;English;USA;PG-13;68000000.0;2002;655.0;6.5;2.35;220.0;The Sum of All Fears;2002;PG-13;31/05/2002;124 min;Action, Drama, Thriller;Phil Alden Robinson;Tom Clancy, Paul Attanasio, Daniel Pyne;Ian Mongrain, Russell Bobbitt, James Cromwell;CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to incite a catastrophic conflict between the United States and Russia by detonating a nuclear weapon at a football game in Baltimore, Maryland.;English, Russian, Ukrainian, German, Arabic;Germany, Canada, United States;2 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BMDcyNGIyYWQtZDI2OS00YTU3LTg3OTItMDM2ZTIzZmFkMGYwXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;6.5;132228;tt0164184;movie;;$118,907,036;;;;;;;;USD
Color;Nick Love;111.0;112.0;63.0;422.0;Ray Winstone;422.0;26345.0;Action|Crime|Drama;Hayley Atwell;The Sweeney;16445.0;4810.0;Alan Ford;4.0;bank|criminal|detective|flying squad|policewoman;http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1;99.0;English;UK;R;3000000.0;2012;1000.0;6.1;2.35;220.0;The Sweeney;2012;R;01/03/2013;112 min;Action, Crime, Drama;Nick Love;Nick Love, John Hodge, Ian Kennedy Martin;Ray Winstone, Plan B, Hayley Atwell;A hardened detective in the Flying Squad of London's Metropolitan police. Based on the '70s UK TV show.;English, Serbian;United Kingdom;5 nominations total;https://m.media-amazon.com/images/M/MV5BMTQwNDAzODYwMF5BMl5BanBnXkFtZTcwMTIxMDk5OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}];48.0;6.1;21012;tt0857190;movie;;$26,650;;;;;;;;GBP
Color;Atom Egoyan;120.0;112.0;460.0;395.0;Sarah Polley;395.0;4306697.0;Drama;Bruce Greenwood;The Sweet Hereafter;26720.0;2820.0;Simon Baker;0.0;anger|bus|child|lawyer|school;http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1;196.0;English;Canada;R;5000000.0;1997;900.0;7.4;2.35;220.0;The Sweet Hereafter;1997;R;21/11/1997;112 min;Drama;Atom Egoyan;Russell Banks, Atom Egoyan;Ian Holm, Sarah Polley, Caerthan Banks;A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn't what it seems.;English;Canada;Nominated for 2 Oscars. 34 wins & 56 nominations total;https://m.media-amazon.com/images/M/MV5BNzZlYjlmMDYtOTdlMC00NmViLThjMTItMmM2N2NkYTRkOTg1XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '91/100'}];91.0;7.4;37131;tt0120255;movie;;$3,263,585;;;;;;;;USD
